Title,Genres,Status,User Score
Yamada-kun to 7-nin no Majo,"['Comedy', 'Harem', 'Mystery', 'Romance', 'School', 'Shounen', 'Supernatural']",Completed,8.0
Yesterday wo Utatte,"['Adult Cast', 'Drama', 'Love Polygon', 'Romance', 'Seinen']",Completed,8.0
Yofukashi no Uta,"['Romance', 'Shounen', 'Supernatural', 'Vampire']",Completed,9.0
Youjo Senki,"['Action', 'Fantasy', 'Isekai', 'Military', 'Reincarnation']",Completed,9.0
Youjo Senki: Sabaku no Pasta Daisakusen,"['Action', 'Fantasy', 'Isekai', 'Military', 'Reincarnation']",Completed,8.0
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"['Drama', 'Psychological', 'School', 'Suspense']",Completed,7.0
Yuragi-sou no Yuuna-san,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Supernatural']",Completed,7.0
Yuru Yuri,"['Award Winning', 'CGDCT', 'Comedy', 'Gag Humor', 'Girls Love', 'School']",Completed,3.5
Yuru Yuri♪♪,"['CGDCT', 'Comedy', 'Gag Humor', 'Girls Love', 'School']",Completed,2.6
"Yuusha, Yamemasu","['Action', 'Adventure', 'Comedy', 'Fantasy']",Completed,8.0
"Yuusha, Yamemasu: Kenshuu Ryokou wa Mokuteki wo Miushinau na","['Action', 'Adventure', 'Comedy', 'Fantasy']",Completed,7.0
Zan Sayonara Zetsubou Sensei,"['Comedy', 'Gag Humor', 'Parody', 'School', 'Shounen']",Completed,8.0
Zoku Sayonara Zetsubou Sensei,"['Comedy', 'Gag Humor', 'Parody', 'School', 'Shounen']",Completed,9.0
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"['Action', 'Adult Cast', 'Comedy', 'Gore', 'Horror', 'Seinen', 'Survival', 'Suspense']",Completed,8.0
